StopId,TrainStation,StreetName,StreetType,EntranceType,LAT,LONG,Exit_Number,Mode,StateCode
383,Hornsby,Hunter,Lane,Ramp,-33.703839,151.099774,,Train,NSW
384,Hornsby,George,St,Ramp,-33.70355385,151.0988427,,Train,NSW
385,Hornsby,George,St,Stairs,-33.70356981,151.0988312,,Train,NSW
386,Hornsby,George,St,Ramp,-33.70373548,151.0987466,,Train,NSW
387,Hornsby,Station,St,Path,-33.70347962,151.0980916,,Train,NSW
388,Dulwich Hill,Wardell,Rd,Stairs,-33.91105837,151.1411463,,Train,NSW
389,Hurlstone Park,Duntroon,St,Path,-33.91018981,151.1325419,,Train,NSW
390,Hurstville,Forest,Rd,Stairs,-33.96703441,151.1028477,,Train,NSW
391,Hurstville,Ormonde,Pde,Stairs,-33.96768463,151.102359,,Train,NSW
392,Hurstville,Ormonde,Pde,Lift,-33.96763205,151.1022885,,Train,NSW
393,Hurstville,Forest,Rd,Ramp,-33.96651714,151.1019021,,Train,NSW
394,Hurstville,Forest,Rd,Escalators,-33.96651714,151.1019021,,Train,NSW
395,Ingleburn,Ingleburn,Rd,Stairs,-33.99743831,150.8648758,,Train,NSW
396,Ingleburn,Ingleburn,Rd,Ramp,-33.99760206,150.8646186,,Train,NSW
397,Ingleburn,Ingleburn,Rd,Stairs,-33.9978895,150.8643778,,Train,NSW
398,Ingleburn,Stanley,Rd,Ramp,-33.99742169,150.8643133,,Train,NSW
399,Ingleburn,Stanley,Rd,Stairs,-33.99757653,150.8640104,,Train,NSW
400,International,Departure,Plza,Escalators,-33.93518102,151.166541,,Train,NSW
401,International,Departure,Plza,Lift,-33.93520792,151.1664707,,Train,NSW
402,International,Departure,Plza,Lift,-33.93519882,151.1664469,,Train,NSW
403,Jannali,Railway,Cres,Ramp,-34.01609101,151.0648408,,Train,NSW
404,Jannali,Railway,Cres,Path,-34.0158836,151.0647566,,Train,NSW
405,Jannali,Mitchell,Ave,Ramp,-34.01599453,151.0643704,,Train,NSW
406,John Street Square LR,Harris,St,Ramp,-33.86726224,151.1924304,,Train,NSW
407,John Street Square LR,Harvey,St,Stairs,-33.86716237,151.192075,,Train,NSW
408,Jubilee Park LR,Chapman,Rd,Stairs,-33.87532035,151.1786149,,Train,NSW
409,Jubilee Park LR,Chapman,Rd,Ramp,-33.87533885,151.1785977,,Train,NSW
410,Jubilee Park LR,Chapman,Rd,Ramp,-33.87556013,151.1783683,,Train,NSW
411,Katoomba,Goldsmith,Pl,Ramp,-33.71194806,150.3121686,,Train,NSW
412,Katoomba,Bathurst,Rd,Ramp,-33.71227605,150.3121389,,Train,NSW
413,Katoomba,Bathurst,Rd,Lift,-33.7122822,150.3119825,,Train,NSW
414,Katoomba,Bathurst,Rd,Stairs,-33.71225211,150.3117845,,Train,NSW
415,Kembla Grange,West Dapto,,Ramp,-34.47012644,150.8177961,,Train,NSW
416,Kiama,Railway,Pde,Path,-34.67259919,150.8543663,,Train,NSW
417,Killara,Werona,Ave,Stairs,-33.76569485,151.1620999,,Train,NSW
418,Killara,Culworth,Ave,Stairs,-33.76585281,151.1617973,,Train,NSW
419,Kings Cross,Victoria,St,Stairs,-33.87403189,151.2225037,,Train,NSW
420,Kings Cross,Victoria,St,Lift,-33.87426901,151.2222047,,Train,NSW
421,Kings Cross,Victoria,St,Stairs,-33.87423751,151.2221958,,Train,NSW
422,Kingsgrove,Kingsgrove,Rd,Stairs,-33.94037591,151.1010846,,Train,NSW
423,Kingsgrove,Kingsgrove,Rd,Lift,-33.94048039,151.100874,,Train,NSW
424,Kingsgrove,Kingsgrove,Rd,Stairs,-33.94045759,151.1008569,,Train,NSW
425,Kingswood,Richmond,Rd,Ramp,-33.75823391,150.7202398,,Train,NSW
426,Kingswood,Great Western ,Hwy,Lift,-33.75842616,150.720233,,Train,NSW
427,Kingswood,Richmond,Rd,Stairs,-33.75823344,150.7201166,,Train,NSW
428,Kingswood,Great Western ,Hwy,Stairs,-33.75836745,150.720071,,Train,NSW
429,Kirrawee,Oak,Rd,Path,-34.03491126,151.0710203,,Train,NSW
430,Kogarah,Regent,St,Stairs,-33.96279661,151.1326915,,Train,NSW
431,Kogarah,Regent,St,Lift,-33.9627467,151.1326877,,Train,NSW
432,Kogarah,Station,St,Stairs,-33.96260526,151.1322014,,Train,NSW
433,Kogarah,Station,St,Lift,-33.96264352,151.1321917,,Train,NSW
434,Kogarah,Station,St,Stairs,-33.96268807,151.1321451,,Train,NSW
435,Kogarah,Station,St,Ramp,-33.96279569,151.1321022,,Train,NSW
436,Koolewong,Glenrock,Pde,Stairs,-33.46613312,151.3184763,,Train,NSW
437,Koolewong,Glenrock,Pde,Stairs,-33.46614412,151.3183699,,Train,NSW
438,Kotara,Park,Ave,Stairs,-32.94176982,151.6980592,,Train,NSW
439,Kotara,Kotara,Pl,Ramp,-32.94136917,151.6974634,,Train,NSW
440,Lakemba,The Boulevarde,,Lift,-33.92010158,151.0763703,,Train,NSW
441,Lakemba,Railway,Pde,Lift,-33.91988075,151.0762517,,Train,NSW
442,Lakemba,Railway,Pde,Stairs,-33.919759,151.0761338,,Train,NSW
443,Lapstone,Explorers,Rd,Ramp,-33.77327862,150.6426352,,Train,NSW
444,Lapstone,Explorers,Rd,Stairs,-33.77355931,150.6426108,,Train,NSW
445,Lawson,Honour,Ave,Ramp,-33.71950783,150.4304172,,Train,ACT
446,Lawson,Great Western,Hwy,Ramp,-33.71914265,150.4300609,,Train,ACT
447,Lawson,Lotus,St,Ramp,-33.7189722,150.4296065,,Train,ACT
448,Lawson,Great Western,Hwy,Ramp,-33.71943599,150.4294992,,Train,ACT
449,Leichhardt North LR,James,St,Lift,-33.87498002,151.1550356,,Train,NSW
450,Leichhardt North LR,James,St,Stairs,-33.87499429,151.1550175,,Train,NSW
451,Leichhardt North LR,City West Link,Rd,Path,-33.874998,151.1535804,,Train,NSW
452,Leightonfield,Monier,Sq,Ramp,-33.88189412,150.9851028,,Train,NSW
453,Leightonfield,Christina,Rd,Ramp,-33.88126383,150.984962,,Train,NSW
454,Leppingon,Rickard,Rd,Stairs,-33.95443956,150.8082668,,Train,NSW
455,Leppingon,Rickard,Rd,Lift,-33.95451545,150.8082463,,Train,NSW
456,Leumeah,O'Sullivan,Rd,Lift,-34.05067487,150.8308056,,Train,NSW
457,Leumeah,Plough Inn,Rd,Path,-34.05031272,150.8307679,,Train,NSW
458,Leumeah,Old Leumeah,Rd,Ramp,-34.05080184,150.8307251,,Train,NSW
459,Leumeah,Old Leumeah,Rd,Stairs,-34.05081332,150.8307025,,Train,NSW
460,Leumeah,O'Sullivan,Rd,Stairs,-34.05089506,150.830574,,Train,NSW
461,Leumeah,Plough Inn,Rd,Lift,-34.0504822,150.8305609,,Train,NSW
462,Leumeah,O'Sullivan,Rd,Ramp,-34.05102916,150.8304338,,Train,NSW
463,Leura,Railway,Pde,Stairs,-33.71212061,150.3311289,,Train,NSW
464,Lewisham,Thomas ,St,Stairs,-33.8931095,151.1475983,,Train,NSW
465,Lewisham,Railway,Tce,Stairs,-33.8936359,151.1475441,,Train,NSW
466,Lewisham West LR,Hudson,St,Path,-33.89385044,151.1434623,,Train,NSW
467,Lewisham West LR,Smith,St,Path,-33.8937862,151.1433429,,Train,NSW
468,Lidcombe,Church,St,Path,-33.86353155,151.0450641,,Train,NSW
469,Lidcombe,Church,St,Lift,-33.86346008,151.0447924,,Train,NSW
470,Lidcombe,Railway,St,Stairs,-33.86386973,151.0446447,,Train,NSW
471,Lidcombe,Railway,St,Lift,-33.86386787,151.0446069,,Train,NSW
472,Lidcombe,Church,St,Stairs,-33.86338085,151.0445549,,Train,NSW
473,Lidcombe,Railway,St,Stairs,-33.863756,151.044279,,Train,NSW
474,Lilyfield LR,Catherine ,St,Ramp,-33.87419537,151.1648238,,Train,NSW
475,Lilyfield LR,Catherine ,St,Stairs,-33.87411594,151.1647681,,Train,NSW
476,Linden,Great Western,Hwy,Path,-33.71533075,150.5053218,,Train,NSW
477,Linden,Burke,Rd,Stairs,-33.71474436,150.5043663,,Train,NSW
478,Lindfield,Lindfield,Ave,Stairs,-33.77565442,151.1695097,,Train,NSW
479,Lindfield,Lindfield,Ave,Stairs,-33.77528844,151.1693856,,Train,NSW
480,Lindfield,Lindfield,Ave,Ramp,-33.77526721,151.1693706,,Train,NSW
481,Lindfield,Pacific,Hwy,Stairs,-33.77595464,151.1693,,Train,NSW
482,Lindfield,Lindfield,Ave,Stairs,-33.77508734,151.1692302,,Train,NSW
483,Lindfield,Pacific,Hwy,Ramp,-33.77573861,151.1691075,,Train,NSW
484,Lindfield,Pacific,Hwy,Stairs,-33.77570298,151.1690761,,Train,NSW
485,Lisarow,Pacific,Hwy,Stairs,-33.38218451,151.3701793,,Train,NSW
486,Lisarow,Pacific,Hwy,Path,-33.38219289,151.3701652,,Train,NSW
487,Lisarow,Railway,Cres,Stairs,-33.38207165,151.3700848,,Train,NSW
488,Lisarow,Railway,Cres,Path,-33.38205966,151.3700717,,Train,NSW
489,Lithgow,Main,St,Path,-33.48092585,150.156929,,Train,NSW
490,Lithgow,Railway,Pde,Path,-33.48051667,150.1567066,,Train,NSW
491,Liverpool,Moore,St,Path,-33.92314617,150.927698,,Train,NSW
492,Liverpool,Biggs,St,Lift,-33.92438493,150.9269976,,Train,NSW
493,Liverpool,Biggs,St,Stairs,-33.92430468,150.9269377,,Train,NSW
494,Lochinvar,Station,Lane,Ramp,-32.72048397,151.450531,,Train,NSW
495,Lochinvar,Station,Lane,Ramp,-32.72039462,151.4504811,,Train,NSW
496,Loftus,Pitt,St,Ramp,-34.04499976,151.0513888,,Train,NSW
497,Loftus,Loftus,Ave,Ramp,-34.04545425,151.0512098,,Train,NSW
498,Lysaghts,Recycling,Rd,Stairs,-34.4548118,150.8752141,,Train,NSW
499,Macarthur,Menangle ,Rd,Lift,-34.07249292,150.7974781,,Train,ACT
500,Macarthur,Menangle ,Rd,Lift,-34.07221782,150.7973884,,Train,ACT
501,Macarthur,Menangle ,Rd,Stairs,-34.07255383,150.7971598,,Train,ACT
502,Macarthur,Menangle ,Rd,Stairs,-34.0722662,150.7970753,,Train,ACT
503,Macdonaldtown,Burren,St,Stairs,-33.89679186,151.1853862,,Train,NSW
504,Macquarie Fields,Railway,Pde,Stairs,-33.98484292,150.8790781,,Train,NSW
505,Macquarie Fields,Railway,Pde,Ramp,-33.98496652,150.8789376,,Train,NSW
506,Macquarie Park,Lane Cove,Rd,Lift,-33.78544457,151.128497,,Train,NSW
507,Macquarie Park,Lane Cove,Rd,Escalators,-33.78536823,151.1284456,,Train,NSW
508,Macquarie Park,Lane Cove,Rd,Escalators,-33.78507899,151.1280042,,Train,NSW
509,Macquarie Park,Lane Cove,Rd,Lift,-33.78506256,151.1279791,,Train,NSW
510,Macquarie University,Herring,Rd,Lift,-33.77743582,151.1184713,,Train,NSW
511,Macquarie University,Herring,Rd,Escalators,-33.7774169,151.1184131,,Train,NSW
512,Macquarie University,Herring,Rd,Escalators,-33.77721132,151.1181043,,Train,NSW
513,Macquarie University,Herring,Rd,Lift,-33.77716806,151.1180933,,Train,NSW
514,Maitland,Station,St,Path,-32.73774765,151.552236,,Train,NSW
515,Marayong,Harvey,Rd,Stairs,-33.74622068,150.9003117,,Train,NSW
516,Marayong,Harvey,Rd,Lift,-33.74601717,150.9003098,,Train,NSW
517,Marayong,Railway,Pde,Stairs,-33.7462306,150.9000471,,Train,NSW
518,Marayong,Railway,Pde,Lift,-33.74602227,150.9000423,,Train,NSW
519,Marion LR,Marion,St,Path,-33.8839155,151.1449963,,Train,NSW
520,Marrickville,Station,St,Path,-33.9139756,151.153316,,Train,NSW
521,Marrickville,Illawarra,Rd,Stairs,-33.91375714,151.1532248,,Train,NSW
522,Marrickville,Illawarra,Rd,Lift,-33.91378174,151.1531819,,Train,NSW
523,Marrickville,Illawarra,Rd,Lift,-33.91383568,151.1531518,,Train,NSW
524,Marrickville,Illawarra,Rd,Stairs,-33.91386322,151.1531385,,Train,NSW
525,Martin Place,Macquarie,St,Stairs,-33.86796254,151.2116241,1,Train,NSW
526,Martin Place,Phillip,St,Lift,-33.8677258,151.211419,4,Train,NSW
527,Martin Place,Phillip,St,Stairs,-33.867961,151.2113556,2,Train,NSW
528,Martin Place,Elizabeth,St,Stairs,-33.86770938,151.2108281,5,Train,NSW
529,Martin Place,Elizabeth,St,Stairs,-33.86794917,151.2105119,6,Train,NSW
530,Martin Place,Elizabeth,St,Stairs,-33.86773095,151.2102046,7,Train,NSW
531,Martins Creek,Grace,Ave,Ramp,-32.55848164,151.618412,,Train,NSW
532,Marulan,Wollondilly,St,Path,-34.7095012,150.0056778,,Train,NSW
533,Marulan,Railway,Pde,Path,-34.70959939,150.0056691,,Train,NSW
534,Mascot,Bourke,St,Stairs,-33.92315955,151.1873924,,Train,NSW
535,Mascot,Bourke,St,Escalators,-33.92315812,151.1873628,,Train,NSW
536,Mascot,Bourke,St,Lift,-33.92336325,151.1873396,,Train,NSW
537,Meadowbank,Constitution,Rd,Lift,-33.81566979,151.0902245,,Train,NSW
538,Meadowbank,Constitution,Rd,Stairs,-33.81579505,151.0902088,,Train,NSW
539,Meadowbank,Bank,St,Lift,-33.81562759,151.0899398,,Train,NSW
540,Meadowbank,Bank,St,Ramp,-33.81555584,151.089916,,Train,NSW
541,Medlow Bath,Great Western,Hwy,Ramp,-33.67465401,150.2811412,,Train,NSW
542,Medlow Bath,Great Western,Hwy,Stairs,-33.67295305,150.2803919,,Train,NSW
543,Menangle,Stevens,Rd,Ramp,-34.12539404,150.7441804,,Train,NSW
544,Menangle,Stevens,Rd,Path,-34.12585573,150.7440669,,Train,NSW
545,Menangle Park,Racecourse,Ave,Ramp,-34.10338167,150.7450798,,Train,NSW
546,Menangle Park,Racecourse,Rd,Ramp,-34.10338507,150.7449509,,Train,NSW
547,Merrylands,Railway,Tce,Ramp,-33.83669532,150.9926698,,Train,NSW
548,Merrylands,Terminal,Pl,Ramp,-33.83631419,150.9926662,,Train,NSW
549,Merrylands,Railway,Tce,Stairs,-33.83680598,150.9925619,,Train,NSW
550,Merrylands,Railway,Tce,Lift,-33.83690608,150.9923757,,Train,NSW
551,Merrylands,Railway,Tce,Ramp,-33.83694829,150.992327,,Train,NSW
552,Merrylands,Terminal,Pl,Stairs,-33.83658243,150.9922814,,Train,NSW
553,Merrylands,Terminal,Pl,Lift,-33.83679089,150.992228,,Train,NSW
554,Merrylands,Terminal,Pl,Stairs,-33.83671583,150.9921634,,Train,NSW
555,Merrylands,Railway,Tce,Stairs,-33.83715442,150.992075,,Train,NSW
556,Merrylands,Terminal,Pl,Ramp,-33.83685144,150.9920152,,Train,NSW
557,Merrylands,Terminal,Pl,Stairs,-33.83705075,150.9918377,,Train,NSW
558,Metford,McCubbin ,Cl,Stairs,-32.76547854,151.6182929,,Train,NSW
559,Metford,McCubbin ,Cl,Lift,-32.76536099,151.6181329,,Train,NSW
560,Milsons Point,Ennis,Rd,Ramp,-33.84579562,151.212403,,Train,NSW
561,Milsons Point,Alfred,St,Path,-33.84594618,151.2117195,,Train,NSW
562,Mindaribba,Tocal,Rd,Ramp,-32.66835055,151.5845537,,Train,NSW
563,Minnamurra,North,St,Ramp,-34.62633044,150.8530098,,Train,NSW
564,Minto,Minto,Rd,Stairs,-34.02750455,150.8426006,,Train,NSW
565,Minto,Minto,Rd,Lift,-34.02764472,150.8425642,,Train,NSW
566,Minto,Minto,Rd,Ramp,-34.02776996,150.8425506,,Train,NSW
567,Minto,Somerset,St,Stairs,-34.02722065,150.8423272,,Train,NSW
568,Minto,Somerset,St,Lift,-34.0274664,150.842237,,Train,NSW
569,Minto,Somerset,St,Ramp,-34.02769333,150.8422318,,Train,NSW
570,Miranda,Kiora,Rd,Stairs,-34.036075,151.1019708,,Train,NSW
571,Miranda,Kiora,Rd,Ramp,-34.036075,151.1019708,,Train,NSW
572,Mittagong,Railway,Pde,Stairs,-34.4526389,150.4483852,,Train,NSW
573,Mittagong,Regent,St,Stairs,-34.45240354,150.4483624,,Train,NSW
574,Morisset,Macquarie,St,Lift,-33.10903664,151.4882907,,Train,NSW
575,Morisset,Macquarie,St,Ramp,-33.1090292,151.4882497,,Train,NSW
576,Morisset,Dora,St,Lift,-33.10883807,151.4881562,,Train,NSW
577,Morisset,Macquarie,St,Stairs,-33.10907961,151.4881539,,Train,NSW
578,Morisset,Dora,St,Stairs,-33.10893132,151.48806,,Train,NSW
579,Morisset,Dora,St,Ramp,-33.10895092,151.4878847,,Train,NSW
580,Mortdale,Coleborne,Ave,Lift,-33.97112283,151.0810841,,Train,NSW
581,Mortdale,Coleborne,Ave,Stairs,-33.97123984,151.081009,,Train,NSW
582,Mortdale,Cook,Lane,Lift,-33.97104094,151.0808798,,Train,NSW
583,Mortdale,Cook,Lane,Stairs,-33.97116587,151.0808093,,Train,NSW
584,Moss Vale,Argyle,St,Path,-34.54838916,150.372103,,Train,NSW
585,Moss Vale,Lackey,Rd,Path,-34.54759291,150.3718707,,Train,NSW
586,Mount Colah,Pacific,Hwy,Stairs,-33.67129214,151.1150982,,Train,NSW
587,Mount Druitt,North,Pde,Ramp,-33.76905662,150.8203218,,Train,NSW
588,Mount Druitt,North,Pde,Stairs,-33.76888448,150.8203141,,Train,NSW
589,Mount Druitt,North,Pde,Lift,-33.76903287,150.8201866,,Train,NSW
590,Mount Druitt,North,Pde,Stairs,-33.76940294,150.820177,,Train,NSW
591,Mount Druitt,Beames,Ave,Lift,-33.76977783,150.8201693,,Train,NSW
592,Mount Druitt,North,Pde,Lift,-33.76941054,150.8201425,,Train,NSW
593,Mount Druitt,Beames,Ave,Ramp,-33.7699575,150.8201085,,Train,NSW
594,Mount Druitt,Beames,Ave,Stairs,-33.76975925,150.819919,,Train,NSW
595,Mount Druitt,North,Pde,Lift,-33.76885586,150.8198575,,Train,NSW
596,Mount Druitt,North,Pde,Stairs,-33.76903298,150.8197793,,Train,NSW
597,Mount Druitt,North,Pde,Stairs,-33.76883389,150.8195934,,Train,NSW
598,Mount Kurring-gai,Harwood,Ave,Stairs,-33.65382765,151.1370126,,Train,NSW
599,Mount Kurring-gai,Harwood,Ave,Ramp,-33.65382377,151.1369886,,Train,NSW
600,Mount Kurring-gai,Pacific,Hwy,Ramp,-33.65376948,151.1365683,,Train,NSW
601,Mount Victoria,Patrick,St,Stairs,-33.5882678,150.257054,,Train,NSW
602,Mount Victoria,Station,St,Stairs,-33.58817529,150.256825,,Train,NSW
603,Mulgrave,Mulgrave,Rd,Ramp,-33.62649899,150.8298983,,Train,NSW
604,Museum,Elizabeth,St,Stairs,-33.87493423,151.2098618,,Train,NSW
605,Museum,Elizabeth,St,Escalators,-33.87691361,151.209825,,Train,NSW
606,Museum,Elizabeth,St,Stairs,-33.87652945,151.2098063,,Train,NSW
607,Museum,Elizabeth,St,Lift,-33.87659188,151.2097343,,Train,NSW
608,Museum,Elizabeth,St,Escalators,-33.87482734,151.209529,,Train,NSW
609,Museum,Liverpool,St,Escalators,-33.87671276,151.2092181,,Train,NSW
610,Museum,Liverpool,St,Stairs,-33.87669845,151.2091949,,Train,NSW
611,Muswellbrook,Market,St,Ramp,-32.26744191,150.890863,,Train,NSW
612,Muswellbrook,Market,St,Stairs,-32.26758584,150.8908038,,Train,NSW
613,Muswellbrook,Market,St,Stairs,-32.26742612,150.8904619,,Train,NSW
614,Narara,Goonak,Pde,Path,-33.39478142,151.3445536,,Train,NSW
615,Narara,Narara Valley,Dr,Stairs,-33.39459444,151.3444334,,Train,NSW
616,Narara,Narara Valley,Dr,Path,-33.39460601,151.3444151,,Train,NSW
617,Narwee,Hannans,Rd,Path,-33.9475007,151.0707991,,Train,NSW
618,Narwee,Hurst,Pl,Path,-33.94783139,151.0706442,,Train,NSW
619,Newcastle Interchange,Hannell,St,Path,-32.92412867,151.7598672,,Train,NSW
620,Newcastle Interchange,Hannell,St,Path,-32.92443205,151.7596352,,Train,NSW
621,Newcastle Interchange,Charles,St,Path,-32.9239171,151.7593884,,Train,NSW
622,Newcastle Interchange,Cooper,St,Path,-32.92445674,151.7589509,,Train,NSW
623,Newtown,King,St,Lift,-33.89794821,151.1788919,,Train,NSW
624,Newtown,King,St,Ramp,-33.89787696,151.1788814,,Train,NSW
625,Niagara Park,Kathleen Morreau,Rd,Stairs,-33.38322824,151.3545729,,Train,NSW
626,Niagara Park,Washington,Ave,Stairs,-33.3830702,151.3544041,,Train,NSW
627,Normanhurst,Denman,Pde,Path,-33.72090894,151.0971516,,Train,NSW
628,Normanhurst,Malsbury,Rd,Path,-33.72064788,151.0969021,,Train,NSW
629,North Ryde,Delhi,Rd,Lift,-33.79455215,151.1379256,,Train,NSW
630,North Ryde,Delhi,Rd,Escalators,-33.79451462,151.1379238,,Train,NSW
631,North Strathfield,Queen,St,Stairs,-33.85916251,151.0885013,,Train,NSW
632,North Strathfield,Hamilton,St,Ramp,-33.8597069,151.0882075,,Train,NSW
633,North Sydney,Blue,St,Path,-33.84102219,151.2074984,,Train,NSW
634,North Sydney,Blue,St,Path,-33.84100344,151.2073747,,Train,NSW
635,North Wollongong,Station,St,Stairs,-34.41235075,150.891562,,Train,NSW
636,North Wollongong,Station,St,Path,-34.41211824,150.8915599,,Train,NSW
637,North Wollongong,Station,St,Lift,-34.41211138,150.8915284,,Train,NSW
638,North Wollongong,Porter,St,Lift,-34.41208516,150.8913613,,Train,NSW
639,North Wollongong,Porter,St,Path,-34.41208744,150.8913264,,Train,NSW
640,North Wollongong,Porter,St,Stairs,-34.41230685,150.8912482,,Train,NSW
641,Noth Strathfield,Pomeroy,St,Ramp,-33.85755734,151.0873986,,Train,NSW
642,Oak Flats,Stanford,Dr,Ramp,-34.57198187,150.8206117,,Train,NSW
643,Oak Flats,Stanford,Dr,Stairs,-34.57188882,150.8204536,,Train,NSW
644,Oak Flats,Stanford,Dr,Ramp,-34.57173048,150.8202085,,Train,NSW
645,Oatley,Oatley,Pde,Lift,-33.98022837,151.0792926,,Train,NSW
646,Oatley,River,Rd,Stairs,-33.98000494,151.0789686,,Train,NSW
647,Oatley,Mulga,Rd,Lift,-33.980259,151.0787615,,Train,NSW
648,Olympic Park,Park,St,Path,-33.8461115,151.070683,,Train,NSW
649,Olympic Park,Dawn Fraser,Ave,Path,-33.84647873,151.0702876,,Train,NSW
650,Olympic Park,Murray Rose,Ave,Path,-33.84608649,151.0700814,,Train,NSW
651,Olympic Park,Dawn Fraser,Ave,Path,-33.84656636,151.0700461,,Train,NSW
652,Olympic Park,Murray Rose,Ave,Stairs,-33.84617394,151.0698287,,Train,NSW
653,Olympic Park,Dawn Fraser,Ave,Stairs,-33.84670627,151.0695564,,Train,NSW
654,Olympic Park,Murray Rose,Ave,Ramp,-33.84634363,151.0694956,,Train,NSW
655,Olympic Park,Dawn Fraser,Ave,Path,-33.84678557,151.0694563,,Train,NSW
656,Olympic Park,Murray Rose,Ave,Stairs,-33.84639347,151.0693911,,Train,NSW
657,Olympic Park,Murray Rose,Ave,Lift,-33.84639439,151.0692489,,Train,NSW
658,Olympic Park,Dawn Fraser,Ave,Path,-33.84686907,151.0692157,,Train,NSW
659,Olympic Park,Murray Rose,Ave,Stairs,-33.84647994,151.0690066,,Train,NSW
660,Olympic Park,Showground,Rd,Path,-33.84698401,151.0682717,,Train,NSW
661,Otford,Lady Carrington ,Rd,Stairs,-34.21052602,151.0059083,,Train,NSW
662,Otford,Lady Carrington ,Rd,Ramp,-34.21072283,151.0055213,,Train,NSW
663,Otford,Station,Rd,Stairs,-34.21109272,151.0055047,,Train,NSW
664,Ourimbah,Mill,St,Stairs,-33.35965695,151.3702768,,Train,NSW
665,Ourimbah,Mill,St,Ramp,-33.35955493,151.3701089,,Train,NSW
666,Ourimbah,Station,St,Path,-33.35969505,151.3697508,,Train,NSW
667,Ourimbah,Station,St,Path,-33.35937321,151.3697352,,Train,NSW
668,Paddy's Markets,Hay,St,Path,-33.87925467,151.2027407,,Train,NSW
669,Paddy's Markets,Hay,St,Path,-33.87933704,151.2026206,,Train,NSW
670,Padstow,Banks,St,Path,-33.95168459,151.0323447,,Train,NSW
671,Padstow,Howard,Rd,Ramp,-33.9520945,151.0320242,,Train,NSW
672,Padstow,Memorial,Dr,Ramp,-33.95176466,151.0319792,,Train,NSW
673,Padstow,Memorial,Dr,Path,-33.95200543,151.0319661,,Train,NSW
674,Padstow,Memorial,Dr,Stairs,-33.95170664,151.0319304,,Train,NSW
675,Panania,Anderson,Ave,Ramp,-33.95413352,150.9982975,,Train,NSW
676,Panania,Weston,St,Ramp,-33.95440402,150.998267,,Train,NSW
677,Parramatta,Station,St,Stairs,-33.8178785,151.0063215,,Train,NSW
678,Parramatta,Liverpool-Parramatta,T-way,Lift,-33.81823772,151.0059293,,Train,NSW
679,Parramatta,Liverpool-Parramatta,T-way,Stairs,-33.81819896,151.0058847,,Train,NSW
680,Parramatta,Liverpool-Parramatta,T-way,Stairs,-33.81753109,151.005003,,Train,NSW
681,Parramatta,Darcy,St,Lift,-33.81707893,151.0049168,,Train,NSW
682,Parramatta,Liverpool-Parramatta,T-way,Lift,-33.81737628,151.0046956,,Train,NSW
683,Parramatta,Darcy,St,Stairs,-33.81698089,151.0046804,,Train,NSW
684,Parramatta,Liverpool-Parramatta,T-way,Escalators,-33.81757268,151.0045096,,Train,NSW
685,Parramatta,Liverpool-Parramatta,T-way,Stairs,-33.8172046,151.0044433,,Train,NSW
686,Paterson,Main,St,Stairs,-32.60237058,151.6147645,,Train,NSW
687,Pendle Hill,Wentworth,Ave,Ramp,-33.80167682,150.9570035,,Train,NSW
688,Pendle Hill,Wentworth,Ave,Stairs,-33.80127175,150.956549,,Train,NSW
689,Pendle Hill,Joyce,St,Ramp,-33.80135205,150.9559293,,Train,NSW
690,Pendle Hill,Joyce,St,Path,-33.80130891,150.9558506,,Train,NSW
691,Pennant Hills,Railway,St,Stairs,-33.7379301,151.0727775,,Train,NSW
692,Pennant Hills,Railway,St,Lift,-33.73795586,151.0726265,,Train,NSW
693,Pennant Hills,Yarrara,Rd,Path,-33.73771583,151.0726063,,Train,NSW
694,Pennant Hills,Yarrara,Rd,Stairs,-33.73772306,151.0725732,,Train,NSW
695,Pennant Hills,Railway,St,Ramp,-33.73816108,151.0725647,,Train,NSW
696,Pennant Hills,Yarrara,Rd,Lift,-33.73786579,151.0724987,,Train,NSW
697,Penrith,Combewood,Ave,Stairs,-33.74985862,150.6965761,,Train,NSW
698,Penrith,Combewood,Ave,Lift,-33.74985115,150.6965045,,Train,NSW
699,Penrith,Jane,St,Stairs,-33.75029054,150.6964713,,Train,NSW
700,Penrith,Jane,St,Lift,-33.75028162,150.6964333,,Train,NSW
701,Penrith,Jane,St,Stairs,-33.75018886,150.6961967,,Train,NSW
702,Penrose,Penrose,Rd,Path,-34.67230549,150.2122744,,Train,NSW
703,Penrose,Kareela,Rd,Path,-34.6721605,150.212086,,Train,NSW
704,Penshurst,Bridge,Rd,Stairs,-33.96608121,151.0888374,,Train,NSW
705,Penshurst,Laycock,Rd,Ramp,-33.96633248,151.088801,,Train,NSW
706,Penshurst,Laycock,Rd,Stairs,-33.96631991,151.0887138,,Train,NSW
707,Penshurst,Bridge,Rd,Lift,-33.96609707,151.0886682,,Train,NSW
708,Petersham,Trafalgar,St,Stairs,-33.89402275,151.1557675,,Train,NSW
709,Petersham,Terminus,St,Stairs,-33.8936064,151.1555418,,Train,NSW
710,Picton,Prince,St,Stairs,-34.17964863,150.612881,,Train,NSW
711,Picton,Station,St,Stairs,-34.17927875,150.6127309,,Train,NSW
712,Picton,Prince,St,Stairs,-34.17968277,150.6127042,,Train,NSW
713,Picton,Station,St,Lift,-34.17921166,150.6126647,,Train,NSW
714,Point Clare,Kurrawa,Ave,Stairs,-33.44630072,151.3285267,,Train,NSW
